return_id,order_id,return_date,reason,refund_amount
9194,262536,2023-01-18,Other,190.53
9195,156012,2025-02-20,Late Delivery,185.33
9196,148094,2025-02-12,Other,135.39
9197,7863,2024-03-09,Changed Mind,40.73
9198,240828,2025-08-13,Changed Mind,39.15
9199,179539,2024-12-05,Other,30.24
9200,151618,2024-09-28,Size Issue,26.84
9201,227142,2023-12-02,Other,94.26
9202,120763,2025-05-05,Size Issue,19.84
9203,138110,2025-07-25,Changed Mind,237.67
9204,231455,2023-12-14,Wrong Item,9.1
9205,179935,2025-03-07,Late Delivery,29.99
9206,190269,2023-04-12,Size Issue,48.91
9207,293432,2023-10-04,Other,119.3
9208,26368,2024-05-14,Wrong Item,9.82
9209,141345,2024-05-17,Changed Mind,80.29
9210,144292,2025-07-14,Defective,59.89
9211,24360,2023-02-20,Defective,300.72
9212,202940,2025-05-05,Defective,28.93
9213,74204,2023-09-04,Wrong Item,34.99
9214,139861,2023-09-30,Wrong Item,12.23
9215,30024,2024-11-15,Wrong Item,64.13
9216,274861,2023-08-31,Wrong Item,30.57
9217,280187,2023-05-07,Defective,17.74
9218,61993,2024-09-21,Changed Mind,12.29
9219,61432,2024-12-11,Wrong Item,13.22
9220,75216,2023-09-09,Changed Mind,57.81
9221,254827,2023-08-16,Late Delivery,103.56
9222,284606,2023-05-20,Wrong Item,19.68
9223,74239,2025-01-05,Changed Mind,87.26
9224,19496,2023-04-25,Defective,11.72
9225,224287,2024-10-21,Size Issue,23.97
9226,37867,2023-07-25,Changed Mind,41.86
9227,187184,2025-06-22,Size Issue,372.06
9228,209655,2024-12-10,Changed Mind,18.86
9229,287892,2023-08-27,Size Issue,12.58
9230,213069,2023-09-06,Defective,6.27
9231,11611,2024-11-13,Late Delivery,98.91
9232,250683,2023-06-21,Changed Mind,33.14
9233,51332,2023-02-24,Size Issue,18.92
9234,37056,2025-02-15,Size Issue,29.21
9235,163070,2024-11-20,Wrong Item,111.29
9236,281927,2023-04-10,Defective,26.16
9237,48746,2023-01-19,Size Issue,13.66
9238,263408,2023-12-30,Changed Mind,78.56
9239,255031,2023-01-26,Size Issue,32.76
9240,58066,2024-04-30,Other,113.89
9241,67503,2025-05-12,Late Delivery,37.41
9242,163474,2025-06-07,Wrong Item,42.89
9243,170313,2025-07-31,Late Delivery,11.89
9244,203767,2023-02-03,Defective,6.93
9245,31708,2023-09-07,Size Issue,39.16
9246,123187,2023-07-04,Late Delivery,4.37
9247,232270,2023-10-26,Late Delivery,40.1
9248,77651,2023-05-31,Late Delivery,25.07
9249,230448,2023-11-28,Defective,63.18
9250,56513,2024-01-29,Size Issue,29.58
9251,255048,2025-01-24,Size Issue,182.06
9252,10913,2023-01-09,Changed Mind,14.92
9253,262010,2025-04-06,Changed Mind,149.85
9254,194180,2025-04-28,Late Delivery,54.83
9255,221267,2025-04-23,Defective,1070.92
9256,223760,2023-03-05,Late Delivery,53.35
9257,90583,2024-08-05,Size Issue,140.22
9258,214867,2024-07-17,Size Issue,50.88
9259,133475,2023-03-29,Changed Mind,23.88
9260,266660,2025-01-15,Other,107.19
9261,298431,2025-06-29,Size Issue,148.0
9262,91123,2023-10-17,Size Issue,107.2
9263,153798,2025-01-23,Late Delivery,133.13
9264,60409,2024-05-05,Defective,5.03
9265,40779,2024-10-05,Wrong Item,175.03
9266,1871,2023-10-16,Late Delivery,24.44
9267,6115,2024-07-05,Size Issue,24.04
9268,208938,2024-05-12,Changed Mind,41.93
9269,227581,2024-03-12,Defective,54.61
9270,170870,2025-01-30,Wrong Item,262.71
9271,848,2023-02-21,Late Delivery,5.7
9272,1689,2025-07-10,Size Issue,179.68
9273,18958,2025-02-07,Late Delivery,50.37
9274,153419,2024-04-11,Size Issue,26.71
9275,190896,2023-02-01,Changed Mind,20.28
9276,266829,2024-02-01,Wrong Item,54.31
9277,200198,2023-03-09,Changed Mind,78.55
9278,78934,2024-09-03,Wrong Item,29.94
9279,79183,2024-07-05,Changed Mind,94.12
9280,272150,2023-09-22,Late Delivery,31.41
9281,203930,2024-08-31,Late Delivery,19.67
9282,246853,2024-05-26,Wrong Item,16.22
9283,266641,2024-03-29,Size Issue,121.57
9284,187812,2024-06-27,Defective,5.69
9285,234160,2024-02-04,Wrong Item,24.41
9286,49860,2024-02-13,Late Delivery,7.35
9287,175214,2025-03-13,Other,13.6
9288,296674,2025-06-28,Late Delivery,83.72
9289,71415,2023-06-03,Size Issue,21.1
9290,260032,2025-06-14,Other,102.83
9291,263498,2025-03-24,Other,34.17
9292,9161,2025-05-02,Other,52.93
9293,73165,2023-11-13,Defective,42.19
9294,192462,2024-07-18,Late Delivery,6.03
9295,158191,2025-06-30,Other,7.41
9296,30503,2024-06-05,Late Delivery,147.78
9297,154860,2025-04-23,Changed Mind,17.13
9298,244950,2025-05-30,Other,45.74
9299,209562,2024-08-26,Size Issue,59.26
9300,128587,2025-04-18,Changed Mind,41.83
9301,171155,2023-04-01,Size Issue,53.9
9302,55939,2025-02-01,Defective,51.52
9303,171061,2025-01-08,Defective,73.01
9304,198475,2024-03-11,Late Delivery,32.46
9305,276095,2025-05-25,Defective,82.68
9306,67425,2024-09-12,Other,40.2
9307,260791,2023-02-11,Late Delivery,24.06
9308,97699,2025-01-26,Size Issue,20.49
9309,287,2024-04-04,Changed Mind,70.03
9310,269398,2024-12-18,Changed Mind,202.1
9311,275877,2025-06-09,Defective,21.47
9312,262908,2023-07-26,Late Delivery,18.99
9313,242072,2025-04-07,Wrong Item,60.55
9314,115845,2023-01-29,Changed Mind,30.53
9315,250383,2024-05-15,Changed Mind,119.51
9316,189468,2023-03-25,Defective,38.03
9317,284415,2023-08-19,Size Issue,55.15
9318,133797,2023-10-08,Size Issue,19.0
9319,10031,2023-11-03,Other,19.56
9320,58242,2024-06-20,Defective,11.83
9321,1644,2023-12-10,Size Issue,36.42
9322,100687,2024-01-15,Changed Mind,103.6
9323,24572,2023-12-20,Size Issue,37.44
9324,16733,2023-09-20,Size Issue,27.54
9325,31084,2025-06-21,Wrong Item,17.48
9326,97452,2025-06-24,Defective,46.73
9327,95687,2024-01-10,Late Delivery,9.09
9328,282358,2023-03-27,Other,80.36
9329,31071,2025-07-13,Defective,42.13
9330,19698,2024-03-12,Size Issue,36.03
9331,124652,2024-05-15,Changed Mind,67.75
9332,75553,2024-09-28,Defective,10.51
9333,172734,2025-01-24,Changed Mind,48.5
9334,116763,2024-01-31,Changed Mind,174.69
9335,164464,2024-11-04,Size Issue,58.63
9336,45021,2023-05-03,Changed Mind,32.56
9337,172677,2023-02-21,Wrong Item,19.62
9338,7983,2025-08-03,Late Delivery,9.97
9339,211928,2025-07-25,Late Delivery,12.01
9340,7118,2023-02-24,Size Issue,52.54
9341,279902,2024-10-08,Changed Mind,80.57
9342,293506,2025-02-07,Size Issue,20.67
9343,75915,2023-08-21,Defective,7.09
9344,235739,2024-09-20,Size Issue,50.44
9345,293102,2025-04-29,Wrong Item,83.48
9346,34081,2023-01-17,Wrong Item,62.98
9347,66184,2025-01-28,Changed Mind,141.0
9348,167396,2024-11-09,Changed Mind,30.24
9349,47517,2024-09-03,Late Delivery,46.1
9350,173246,2025-01-02,Size Issue,9.0
9351,3002,2024-12-02,Defective,48.61
9352,120002,2024-09-11,Wrong Item,131.19
9353,9304,2024-06-15,Wrong Item,17.47
9354,86506,2023-07-14,Size Issue,114.47
9355,252771,2025-05-30,Late Delivery,352.81
9356,203826,2023-01-06,Late Delivery,137.27
9357,207270,2025-02-21,Defective,88.07
9358,284300,2025-07-28,Late Delivery,14.72
9359,79744,2023-10-10,Changed Mind,92.92
9360,135246,2023-05-15,Changed Mind,20.83
9361,37079,2025-06-01,Wrong Item,5.02
9362,230076,2024-09-16,Late Delivery,122.35
9363,96224,2023-05-24,Size Issue,36.24
9364,284116,2024-04-16,Changed Mind,77.6
9365,74044,2023-03-12,Changed Mind,42.45
9366,286102,2024-01-26,Other,37.25
9367,243488,2024-07-16,Late Delivery,46.38
9368,26830,2025-03-21,Defective,102.94
9369,270241,2024-03-17,Other,89.64
9370,256956,2023-12-18,Defective,27.55
9371,86283,2023-12-07,Wrong Item,80.14
9372,48141,2024-09-07,Size Issue,19.47
9373,247993,2025-07-14,Defective,126.66
9374,36873,2023-01-18,Defective,47.66
9375,61567,2023-05-27,Wrong Item,254.25
9376,254011,2025-03-12,Size Issue,9.28
9377,1492,2025-01-20,Size Issue,80.33
9378,55568,2023-03-01,Late Delivery,42.77
9379,278510,2023-07-12,Defective,47.05
9380,107843,2024-04-20,Size Issue,33.16
9381,209327,2024-11-21,Size Issue,9.84
9382,232371,2024-06-11,Size Issue,16.5
9383,142748,2023-07-17,Size Issue,107.94
9384,172942,2024-05-18,Size Issue,11.19
9385,21215,2024-05-28,Size Issue,78.12
9386,100376,2023-02-19,Changed Mind,237.01
9387,228474,2024-12-30,Size Issue,42.31
9388,230899,2023-01-16,Other,56.74
9389,155565,2024-09-14,Other,111.44
9390,95252,2024-05-11,Defective,8.0
9391,62531,2024-11-14,Changed Mind,111.59
9392,107584,2024-02-01,Defective,39.03
9393,58160,2024-03-24,Wrong Item,26.32
9394,147832,2023-01-06,Late Delivery,20.42
9395,26996,2024-04-10,Late Delivery,134.63
9396,5813,2025-06-09,Size Issue,22.85
9397,160576,2023-12-02,Changed Mind,17.94
9398,253482,2024-10-02,Wrong Item,38.55
9399,81092,2025-02-07,Changed Mind,248.19
9400,97511,2023-09-13,Size Issue,95.08
9401,206579,2023-08-19,Late Delivery,22.25
9402,96223,2023-08-25,Defective,383.96
9403,176835,2024-06-12,Wrong Item,22.25
9404,254860,2023-02-28,Changed Mind,83.95
9405,78315,2023-08-07,Size Issue,69.5
9406,83521,2024-07-06,Changed Mind,74.18
9407,85136,2025-05-25,Wrong Item,73.61
9408,86355,2024-12-10,Defective,72.4
9409,144051,2023-09-17,Size Issue,38.71
9410,287122,2025-06-27,Size Issue,40.79
9411,223542,2024-09-10,Late Delivery,23.29
9412,213311,2025-04-05,Late Delivery,42.46
9413,252913,2024-05-27,Defective,23.04
9414,65062,2025-06-18,Defective,19.01
9415,183125,2023-08-31,Other,74.31
9416,92294,2023-03-06,Late Delivery,77.17
9417,276294,2024-01-02,Size Issue,244.7
9418,49082,2024-09-26,Wrong Item,74.3
9419,280249,2023-09-14,Defective,26.62
9420,69174,2024-01-25,Wrong Item,13.25
9421,26945,2024-03-04,Size Issue,69.89
9422,247869,2024-08-21,Late Delivery,8.2
9423,132946,2024-04-09,Changed Mind,83.54
9424,218673,2023-10-06,Defective,34.41
9425,61616,2023-07-24,Other,63.75
9426,284545,2023-08-22,Late Delivery,60.96
9427,88499,2023-01-09,Changed Mind,15.76
9428,255160,2023-05-19,Changed Mind,16.85
9429,216801,2025-03-22,Changed Mind,44.7
9430,45989,2025-03-02,Changed Mind,251.26
9431,234528,2023-03-21,Size Issue,29.07
9432,290004,2023-12-19,Late Delivery,36.26
9433,91558,2023-12-07,Late Delivery,21.98
9434,252905,2023-08-17,Defective,106.71
9435,61177,2025-04-22,Wrong Item,110.81
9436,40312,2023-07-30,Other,73.44
9437,105479,2025-06-10,Wrong Item,12.58
9438,94326,2023-04-05,Size Issue,30.96
9439,36100,2024-05-25,Size Issue,194.35
9440,156554,2023-12-19,Wrong Item,59.66
9441,5882,2023-03-15,Size Issue,144.59
9442,228527,2025-01-19,Defective,20.46
9443,192901,2024-01-09,Late Delivery,3.05
9444,259627,2025-04-03,Size Issue,11.85
9445,20317,2024-03-15,Wrong Item,61.31
9446,45674,2023-10-02,Size Issue,92.3
9447,183651,2024-06-29,Other,5.51
9448,297336,2024-12-27,Wrong Item,26.15
9449,77044,2023-12-29,Size Issue,42.52
9450,196324,2023-12-08,Late Delivery,29.73
9451,111707,2024-07-04,Other,73.07
9452,31036,2025-07-27,Wrong Item,37.68
9453,269896,2023-03-29,Other,19.45
9454,237418,2025-01-13,Late Delivery,20.01
9455,241991,2024-11-19,Defective,121.55
9456,148351,2025-02-01,Late Delivery,8.27
9457,158036,2023-02-04,Late Delivery,19.27
9458,21148,2024-07-24,Late Delivery,28.24
9459,74190,2024-12-22,Size Issue,68.22
9460,252109,2023-11-03,Size Issue,184.32
9461,294604,2025-04-11,Defective,12.98
9462,57432,2024-01-26,Late Delivery,93.64
9463,240830,2025-04-01,Changed Mind,109.74
9464,61877,2023-07-14,Defective,217.31
9465,293946,2024-06-12,Size Issue,37.52
9466,298122,2025-06-01,Wrong Item,69.17
9467,138795,2024-07-15,Defective,136.52
9468,69661,2024-10-29,Size Issue,74.23
9469,276720,2023-08-14,Size Issue,43.98
9470,156299,2023-06-17,Other,63.34
9471,160774,2023-08-05,Other,2.48
9472,213205,2023-06-01,Wrong Item,59.56
9473,153757,2023-03-03,Wrong Item,13.17
9474,249588,2024-11-29,Defective,9.6
9475,241271,2024-08-16,Late Delivery,25.51
9476,221395,2023-07-07,Size Issue,6.09
9477,264942,2025-01-25,Other,24.35
9478,238976,2023-08-30,Other,254.23
9479,127157,2023-08-13,Changed Mind,8.03
9480,296093,2024-01-22,Changed Mind,53.68
9481,204303,2024-10-29,Size Issue,14.13
9482,155311,2023-09-16,Late Delivery,207.02
9483,109774,2024-12-30,Changed Mind,438.4
9484,57778,2025-04-08,Defective,106.28
9485,53609,2024-02-11,Size Issue,43.21
9486,71533,2023-11-08,Size Issue,11.6
9487,102804,2025-05-31,Size Issue,44.08
9488,16930,2023-10-01,Late Delivery,7.65
9489,287228,2023-01-10,Changed Mind,28.81
9490,248125,2025-07-31,Wrong Item,34.65
9491,23209,2023-01-24,Changed Mind,370.23
9492,76155,2024-08-13,Size Issue,83.87
9493,49399,2025-05-23,Size Issue,39.09
9494,253779,2025-03-22,Size Issue,57.68
9495,156969,2023-05-19,Late Delivery,26.74
9496,115142,2025-01-11,Size Issue,23.04
9497,256979,2025-01-20,Defective,93.11
9498,223644,2024-08-22,Wrong Item,28.05
9499,73399,2023-05-11,Size Issue,59.44
9500,276943,2025-04-01,Other,210.98
9501,185236,2024-06-27,Changed Mind,39.45
9502,295171,2025-04-01,Late Delivery,34.57
9503,274946,2024-03-31,Wrong Item,97.11
9504,243870,2025-05-13,Changed Mind,9.93
9505,9043,2024-02-09,Wrong Item,103.88
9506,117531,2025-06-12,Changed Mind,38.88
9507,120642,2024-02-18,Defective,76.22
9508,117631,2023-01-16,Late Delivery,13.84
9509,256550,2024-11-13,Late Delivery,42.0
9510,266673,2023-12-06,Wrong Item,142.73
9511,164055,2023-02-26,Other,23.85
9512,43946,2025-05-17,Changed Mind,76.6
9513,25,2025-01-30,Changed Mind,12.5
9514,159226,2024-11-22,Defective,141.44
9515,56492,2025-01-08,Size Issue,69.98
9516,235253,2024-12-03,Defective,171.76
9517,288216,2024-08-12,Size Issue,42.54
9518,161045,2023-06-23,Defective,119.01
9519,259087,2024-09-16,Changed Mind,731.56
9520,235549,2023-02-01,Defective,65.31
9521,60603,2025-06-08,Changed Mind,138.59
9522,86313,2024-07-20,Changed Mind,17.91
9523,41298,2024-06-18,Size Issue,193.74
9524,216280,2023-08-24,Defective,14.43
9525,102617,2024-03-18,Size Issue,15.2
9526,90851,2025-08-10,Defective,22.54
9527,75710,2024-05-23,Changed Mind,62.29
9528,186248,2024-12-10,Size Issue,28.07
9529,149349,2023-02-02,Late Delivery,212.57
9530,173605,2025-08-09,Size Issue,67.16
9531,87404,2025-03-17,Defective,295.82
9532,230524,2025-06-13,Changed Mind,3.49
9533,297101,2024-06-25,Changed Mind,55.71
9534,35124,2025-05-25,Late Delivery,18.88
9535,278159,2024-11-24,Changed Mind,59.26
9536,277116,2024-03-12,Defective,119.12
9537,95752,2023-03-08,Changed Mind,62.59
9538,175628,2024-04-09,Changed Mind,22.28
9539,273052,2024-02-28,Changed Mind,456.25
9540,234714,2024-03-02,Late Delivery,22.96
9541,297548,2025-01-25,Size Issue,32.67
9542,17315,2023-11-18,Late Delivery,168.51
9543,216220,2024-12-27,Size Issue,68.59
9544,45496,2025-07-12,Late Delivery,34.02
9545,20975,2023-09-23,Size Issue,114.73
9546,229526,2023-12-16,Changed Mind,145.05
9547,230442,2023-09-30,Size Issue,28.28
9548,150900,2024-01-08,Size Issue,41.51
9549,241161,2023-09-22,Other,259.8
9550,278963,2023-02-17,Late Delivery,9.57
9551,51461,2024-12-20,Late Delivery,87.75
9552,87599,2025-05-30,Wrong Item,9.03
9553,3446,2023-02-09,Late Delivery,34.32
9554,164616,2024-09-01,Changed Mind,110.64
9555,241162,2025-05-19,Size Issue,98.31
9556,163899,2025-02-24,Late Delivery,49.3
9557,111797,2024-09-19,Wrong Item,54.85
9558,234650,2024-06-14,Defective,88.27
9559,224241,2024-06-28,Changed Mind,144.0
9560,135261,2025-04-14,Changed Mind,11.09
9561,44840,2024-02-09,Late Delivery,73.0
9562,52510,2024-12-04,Late Delivery,18.89
9563,48046,2023-03-08,Defective,215.67
9564,257217,2024-08-18,Other,18.73
9565,143626,2023-02-07,Size Issue,14.95
9566,111675,2024-04-19,Size Issue,41.74
9567,196568,2023-06-22,Size Issue,69.36
9568,233687,2025-03-28,Defective,12.12
9569,264954,2023-09-09,Late Delivery,108.81
9570,119093,2024-11-27,Size Issue,45.01
9571,63259,2024-03-26,Late Delivery,10.77
9572,273177,2024-07-19,Changed Mind,150.39
9573,72860,2025-02-16,Changed Mind,10.13
9574,14268,2025-06-16,Size Issue,165.6
9575,271321,2024-07-24,Late Delivery,185.5
9576,262227,2023-02-12,Other,69.15
9577,99046,2025-01-14,Late Delivery,45.41
9578,252984,2024-10-08,Size Issue,100.67
9579,169218,2024-03-07,Changed Mind,25.93
9580,226874,2023-05-24,Defective,124.84
9581,222938,2024-07-03,Size Issue,5.61
9582,42174,2025-06-15,Defective,33.44
9583,285535,2023-08-14,Size Issue,9.15
9584,121742,2023-11-10,Late Delivery,293.64
9585,64551,2025-08-02,Wrong Item,75.87
9586,34473,2023-08-04,Size Issue,71.43
9587,292488,2025-02-18,Changed Mind,27.0
9588,37637,2024-12-09,Other,208.98
9589,79193,2023-09-13,Defective,2.85
9590,74789,2024-08-28,Size Issue,42.02
9591,113139,2023-05-19,Other,127.13
9592,297329,2025-06-12,Late Delivery,56.66
9593,290556,2024-11-17,Defective,17.83
9594,221449,2024-04-11,Changed Mind,30.15
9595,285485,2023-05-17,Other,225.21
9596,18460,2025-06-02,Other,86.99
9597,11870,2023-08-08,Size Issue,20.72
9598,157951,2024-12-08,Other,25.3
9599,98713,2025-06-05,Changed Mind,22.08
9600,76627,2023-02-25,Other,13.72
9601,179253,2025-01-15,Other,94.36
9602,259132,2024-08-30,Changed Mind,13.15
9603,242676,2025-08-25,Changed Mind,86.57
9604,15206,2023-04-27,Other,19.78
9605,17900,2024-02-04,Late Delivery,41.73
9606,277207,2023-07-16,Changed Mind,19.58
9607,6293,2023-01-15,Defective,26.96
9608,184761,2025-03-29,Late Delivery,53.53
9609,229843,2025-05-17,Wrong Item,101.13
9610,258744,2025-03-11,Wrong Item,13.75
9611,5961,2023-02-09,Defective,579.69
9612,274261,2024-12-20,Size Issue,84.77
9613,175839,2025-03-21,Late Delivery,152.96
9614,293491,2024-08-21,Wrong Item,53.6
9615,112911,2024-09-21,Changed Mind,98.88
9616,103503,2025-06-04,Changed Mind,26.77
9617,83783,2024-07-01,Wrong Item,6.72
9618,145352,2023-02-08,Defective,150.13
9619,66794,2023-04-06,Defective,51.23
9620,252957,2025-08-05,Late Delivery,63.63
9621,44635,2023-08-15,Defective,7.71
9622,77467,2024-01-12,Wrong Item,151.43
9623,31727,2024-05-04,Other,3.14
9624,143231,2025-07-18,Defective,25.28
9625,84857,2024-03-21,Late Delivery,109.76
9626,70308,2023-04-05,Wrong Item,18.79
9627,259320,2023-08-18,Defective,69.41
9628,36270,2024-08-12,Size Issue,12.53
9629,21296,2025-04-08,Size Issue,31.13
9630,32683,2025-03-05,Late Delivery,66.25
9631,160928,2023-06-14,Other,24.01
9632,65324,2023-10-30,Late Delivery,23.88
9633,50930,2024-03-19,Late Delivery,22.42
9634,100391,2023-05-16,Wrong Item,39.95
9635,70617,2025-03-30,Size Issue,16.14
9636,283830,2024-12-06,Other,8.01
9637,138489,2024-06-09,Late Delivery,59.07
9638,60317,2023-01-07,Other,36.87
9639,175222,2024-07-08,Wrong Item,64.01
9640,146489,2023-10-26,Changed Mind,236.41
9641,152290,2023-05-12,Other,14.34
9642,59184,2023-12-02,Late Delivery,8.59
9643,118487,2023-12-23,Size Issue,155.06
9644,250373,2024-06-06,Size Issue,18.97
9645,197575,2023-09-21,Size Issue,9.18
9646,254030,2025-01-13,Changed Mind,19.13
9647,238639,2023-12-02,Defective,31.09
9648,46985,2025-06-13,Late Delivery,166.43
9649,297953,2025-05-08,Size Issue,15.03
9650,133403,2023-03-11,Late Delivery,31.44
9651,293742,2024-06-22,Other,5.65
9652,7843,2024-03-28,Defective,83.16
9653,189453,2025-03-04,Size Issue,68.61
9654,139792,2024-03-05,Wrong Item,71.81
9655,178486,2024-05-29,Other,152.78
9656,51908,2023-07-19,Late Delivery,30.43
9657,198818,2023-09-13,Changed Mind,95.57
9658,280411,2025-07-28,Other,75.37
9659,174838,2023-09-10,Late Delivery,109.27
9660,20525,2024-07-29,Size Issue,89.25
9661,152219,2025-04-12,Defective,117.94
9662,162811,2025-08-18,Late Delivery,17.96
9663,18636,2023-08-22,Late Delivery,39.6
9664,154163,2023-12-27,Other,185.6
9665,73046,2024-08-28,Defective,82.55
9666,14820,2024-05-07,Other,1214.83
9667,37397,2024-03-10,Late Delivery,23.8
9668,2433,2023-10-05,Changed Mind,83.34
9669,163959,2025-02-15,Changed Mind,28.47
9670,218473,2023-01-22,Size Issue,72.72
9671,279558,2024-06-12,Late Delivery,77.82
9672,127237,2025-06-01,Size Issue,117.25
9673,172754,2025-02-07,Defective,35.77
9674,276217,2023-09-03,Late Delivery,9.14
9675,265142,2024-08-12,Size Issue,23.16
9676,127756,2023-06-17,Defective,25.52
9677,32709,2025-07-17,Changed Mind,27.94
9678,141072,2024-03-04,Wrong Item,38.57
9679,223531,2023-05-23,Late Delivery,62.36
9680,117836,2023-10-28,Changed Mind,4.29
9681,33016,2024-07-08,Late Delivery,39.93
9682,150412,2024-06-20,Other,12.27
9683,74691,2023-10-02,Changed Mind,117.16
9684,175140,2023-10-23,Late Delivery,3.21
9685,246548,2023-04-03,Size Issue,788.76
9686,252303,2024-08-01,Changed Mind,34.13
9687,113010,2024-06-06,Late Delivery,31.01
9688,202,2023-05-24,Late Delivery,40.5
9689,118896,2025-03-28,Changed Mind,19.28
9690,292031,2024-05-04,Defective,9.31
9691,297780,2025-04-07,Late Delivery,21.52
9692,295311,2025-04-25,Late Delivery,62.1
9693,182247,2024-05-07,Late Delivery,128.15
9694,38884,2025-04-20,Other,393.16
9695,158095,2025-05-02,Late Delivery,85.55
9696,246569,2023-05-06,Size Issue,13.97
9697,207187,2023-07-10,Changed Mind,103.46
9698,268881,2023-02-15,Changed Mind,51.97
9699,281962,2023-08-09,Late Delivery,43.91
9700,224994,2023-07-22,Late Delivery,332.02
9701,181498,2024-06-09,Changed Mind,67.69
9702,61695,2024-10-01,Wrong Item,34.0
9703,66007,2024-09-18,Defective,54.32
9704,141456,2023-09-03,Changed Mind,49.09
9705,49583,2023-08-21,Wrong Item,22.64
9706,201719,2023-02-22,Defective,22.32
9707,250717,2024-03-10,Other,61.86
9708,242045,2023-05-06,Changed Mind,166.22
9709,143257,2024-02-23,Late Delivery,8.83
9710,233849,2024-03-11,Wrong Item,14.09
9711,105110,2024-02-04,Late Delivery,19.93
9712,72325,2023-06-08,Defective,69.41
9713,55124,2023-07-21,Changed Mind,41.23
9714,238965,2024-08-06,Defective,223.49
9715,122499,2025-07-23,Changed Mind,5.8
9716,178969,2023-06-17,Defective,32.7
9717,140051,2025-05-19,Defective,92.74
9718,139233,2023-04-28,Defective,46.09
9719,232424,2023-03-27,Size Issue,64.39
9720,144695,2023-10-04,Size Issue,219.58
9721,202619,2024-01-05,Wrong Item,4.61
9722,172232,2024-08-24,Defective,141.61
9723,23678,2024-08-08,Wrong Item,16.77
9724,279481,2024-12-09,Defective,14.33
9725,37367,2024-03-31,Other,41.84
9726,64870,2025-08-08,Late Delivery,92.76
9727,207054,2025-02-07,Late Delivery,30.4
9728,56647,2023-06-18,Defective,12.27
9729,261185,2024-03-16,Late Delivery,56.28
9730,38848,2023-08-13,Size Issue,44.3
9731,148232,2024-12-11,Wrong Item,111.1
9732,240348,2025-01-26,Changed Mind,19.15
9733,238752,2023-04-24,Defective,159.04
9734,77784,2023-05-25,Size Issue,11.38
9735,73693,2025-01-26,Wrong Item,32.44
9736,2425,2025-05-12,Defective,53.87
9737,140134,2023-07-28,Defective,8.51
9738,41480,2024-09-03,Wrong Item,158.08
9739,86661,2025-04-07,Other,50.67
9740,124168,2024-08-21,Late Delivery,32.62
9741,33993,2023-08-22,Defective,39.36
9742,135787,2024-03-14,Defective,69.71
9743,250592,2025-08-20,Defective,186.45
9744,164863,2024-12-17,Size Issue,61.75
9745,78751,2024-10-04,Size Issue,111.93
9746,153039,2023-12-21,Size Issue,2.27
9747,258697,2025-01-13,Other,48.86
9748,194466,2023-09-28,Defective,4.4
9749,30277,2025-07-02,Late Delivery,19.66
9750,230551,2023-05-31,Changed Mind,10.76
9751,207910,2024-09-05,Size Issue,68.77
9752,153534,2024-02-29,Wrong Item,20.16
9753,161645,2025-05-25,Size Issue,12.85
9754,299349,2024-02-10,Size Issue,40.91
9755,141316,2023-06-30,Other,19.21
9756,52442,2025-03-03,Defective,20.26
9757,260280,2023-03-01,Size Issue,57.74
9758,43602,2025-08-24,Late Delivery,49.81
9759,177257,2024-04-29,Wrong Item,88.7
9760,291969,2023-04-09,Changed Mind,13.27
9761,90683,2024-11-07,Late Delivery,126.18
9762,14805,2024-10-25,Late Delivery,42.0
9763,125274,2025-06-13,Size Issue,61.73
9764,26848,2024-10-02,Late Delivery,524.16
9765,20850,2025-01-14,Late Delivery,14.87
9766,181956,2024-09-01,Wrong Item,116.59
9767,19822,2024-08-26,Late Delivery,166.36
9768,152017,2024-07-23,Wrong Item,7.82
9769,171119,2023-04-18,Changed Mind,98.67
9770,262023,2024-07-13,Wrong Item,57.19
9771,166033,2025-07-22,Size Issue,110.33
9772,82953,2023-11-04,Late Delivery,26.64
9773,189012,2025-06-02,Changed Mind,118.73
9774,61506,2024-02-15,Changed Mind,9.48
9775,136784,2023-09-26,Changed Mind,355.7
9776,282992,2023-10-26,Defective,64.91
9777,122188,2023-03-21,Size Issue,61.11
9778,168686,2023-09-09,Size Issue,20.77
9779,57306,2024-03-02,Wrong Item,94.25
9780,142937,2024-07-23,Other,26.53
9781,221429,2025-06-05,Changed Mind,106.84
9782,256868,2024-01-27,Changed Mind,83.18
9783,25831,2023-08-22,Defective,41.08
9784,213908,2024-06-25,Late Delivery,33.41
9785,153387,2025-07-04,Defective,107.69
9786,205651,2025-07-06,Changed Mind,26.14
9787,269237,2024-06-28,Changed Mind,39.1
9788,78133,2025-03-26,Changed Mind,122.28
9789,62609,2024-09-30,Other,99.86
9790,256340,2023-10-15,Late Delivery,29.76
9791,285295,2023-07-26,Late Delivery,44.53
9792,109872,2023-05-25,Size Issue,25.71
9793,124218,2023-10-21,Wrong Item,43.7
9794,233470,2023-06-07,Size Issue,108.91
9795,280566,2024-04-03,Size Issue,144.96
9796,278955,2023-03-11,Changed Mind,168.81
9797,39752,2023-06-20,Late Delivery,30.86
9798,295385,2023-05-22,Size Issue,635.63
9799,127253,2024-01-19,Wrong Item,25.04
9800,149644,2025-05-05,Late Delivery,51.68
9801,190891,2025-06-21,Changed Mind,16.63
9802,20245,2024-09-13,Late Delivery,21.54
9803,284639,2024-05-08,Wrong Item,22.58
