product_id,category,sub_category,brand,cost,price
576,Toys,SubA,Brand_24,19.79,30.76
577,Beauty,SubD,Brand_20,10.91,17.64
578,Toys,SubC,Brand_37,11.24,15.81
579,Fashion,SubD,Brand_20,9.56,15.45
580,Fashion,SubA,Brand_12,42.72,73.93
581,Toys,SubC,Brand_33,23.35,34.63
582,Electronics,SubA,Brand_28,45.72,65.37
583,Sports,SubD,Brand_8,50.33,67.98
584,Fashion,SubD,Brand_1,13.22,20.66
585,Toys,SubA,Brand_37,44.22,76.41
586,Books,SubC,Brand_22,19.75,27.55
587,Toys,SubA,Brand_6,17.34,24.93
588,Home,SubD,Brand_21,61.74,89.15
589,Sports,SubA,Brand_32,32.92,50.58
590,Beauty,SubD,Brand_35,14.56,19.47
591,Electronics,SubA,Brand_15,31.05,52.58
592,Grocery,SubC,Brand_5,6.4,8.82
593,Beauty,SubC,Brand_46,24.99,40.56
594,Sports,SubA,Brand_50,5.19,7.83
595,Sports,SubA,Brand_48,8.25,12.8
596,Sports,SubC,Brand_6,33.85,44.27
597,Beauty,SubD,Brand_25,1.81,2.97
598,Books,SubC,Brand_46,101.29,133.01
599,Sports,SubD,Brand_40,42.38,53.74
600,Toys,SubA,Brand_29,3.82,5.84
601,Beauty,SubA,Brand_7,173.19,281.53
602,Grocery,SubD,Brand_40,221.94,272.99
603,Sports,SubA,Brand_13,17.0,21.11
604,Toys,SubD,Brand_38,8.69,14.61
605,Books,SubB,Brand_18,91.23,153.76
606,Home,SubC,Brand_2,14.68,19.78
607,Books,SubB,Brand_8,23.12,36.28
608,Grocery,SubD,Brand_11,59.82,87.69
609,Sports,SubC,Brand_33,17.42,27.52
610,Grocery,SubD,Brand_38,16.1,27.66
611,Beauty,SubC,Brand_48,6.36,7.94
612,Fashion,SubC,Brand_27,11.34,18.9
613,Sports,SubC,Brand_20,15.82,23.66
614,Fashion,SubC,Brand_12,6.56,10.09
615,Toys,SubD,Brand_43,7.12,11.34
616,Home,SubC,Brand_31,20.61,36.14
617,Electronics,SubC,Brand_27,3.78,4.66
618,Grocery,SubB,Brand_32,9.07,11.04
619,Books,SubA,Brand_10,115.11,150.44
620,Home,SubA,Brand_3,14.66,26.27
621,Sports,SubB,Brand_45,13.09,21.32
622,Fashion,SubB,Brand_27,14.6,22.9
623,Books,SubD,Brand_35,14.81,18.19
624,Fashion,SubD,Brand_31,33.55,57.96
625,Beauty,SubD,Brand_15,31.5,53.16
626,Fashion,SubB,Brand_16,14.07,22.5
627,Beauty,SubB,Brand_13,16.5,23.16
628,Toys,SubC,Brand_49,65.18,80.97
629,Books,SubD,Brand_35,5.14,7.96
630,Books,SubD,Brand_11,18.99,30.99
631,Electronics,SubD,Brand_21,22.59,28.39
632,Sports,SubA,Brand_11,9.94,15.71
633,Beauty,SubC,Brand_30,18.03,24.73
634,Electronics,SubD,Brand_48,8.8,14.6
635,Fashion,SubD,Brand_35,35.49,54.08
636,Fashion,SubD,Brand_22,6.0,7.66
637,Electronics,SubA,Brand_38,52.03,78.87
638,Books,SubA,Brand_31,18.72,26.91
639,Fashion,SubB,Brand_14,13.36,17.48
640,Grocery,SubC,Brand_24,8.1,13.81
641,Toys,SubB,Brand_50,50.57,61.02
642,Toys,SubC,Brand_49,11.12,15.43
643,Grocery,SubA,Brand_32,7.0,8.45
644,Electronics,SubD,Brand_36,51.52,64.79
645,Grocery,SubB,Brand_32,8.86,12.21
646,Beauty,SubD,Brand_15,18.37,22.64
647,Beauty,SubB,Brand_43,41.79,65.11
648,Electronics,SubA,Brand_35,23.06,28.87
649,Grocery,SubA,Brand_3,94.96,153.93
650,Beauty,SubA,Brand_16,9.43,11.61
651,Books,SubB,Brand_5,16.55,20.45
652,Grocery,SubC,Brand_21,17.74,24.54
653,Books,SubB,Brand_10,34.98,60.79
654,Beauty,SubC,Brand_19,63.78,101.08
655,Toys,SubB,Brand_25,21.37,35.52
656,Beauty,SubB,Brand_4,17.67,22.7
657,Books,SubA,Brand_29,5.26,8.94
658,Home,SubD,Brand_19,22.13,26.66
659,Sports,SubD,Brand_43,11.14,14.79
660,Fashion,SubC,Brand_2,34.89,54.77
661,Grocery,SubD,Brand_10,13.83,19.71
662,Home,SubB,Brand_43,16.11,28.85
663,Beauty,SubB,Brand_25,5.37,6.54
664,Toys,SubA,Brand_20,3.92,7.05
665,Electronics,SubA,Brand_48,106.76,168.06
666,Beauty,SubD,Brand_19,22.48,34.51
667,Toys,SubC,Brand_23,28.78,35.56
668,Sports,SubD,Brand_24,8.8,12.0
669,Beauty,SubD,Brand_11,43.98,77.18
670,Books,SubD,Brand_46,37.39,52.82
671,Electronics,SubD,Brand_34,9.71,15.51
672,Toys,SubB,Brand_28,7.71,13.88
673,Toys,SubC,Brand_5,10.34,14.04
674,Toys,SubB,Brand_5,19.5,30.14
675,Sports,SubC,Brand_21,23.25,37.62
676,Beauty,SubA,Brand_12,20.7,26.88
677,Sports,SubD,Brand_50,64.37,82.99
678,Grocery,SubB,Brand_4,10.51,15.49
679,Fashion,SubC,Brand_49,7.52,10.76
680,Fashion,SubA,Brand_42,20.0,32.57
681,Grocery,SubA,Brand_20,4.36,5.41
682,Beauty,SubD,Brand_38,37.41,66.71
683,Books,SubC,Brand_25,21.84,26.4
684,Sports,SubB,Brand_14,14.75,23.02
685,Electronics,SubD,Brand_11,14.03,21.57
686,Toys,SubB,Brand_32,45.36,58.1
687,Toys,SubA,Brand_11,44.08,56.89
688,Beauty,SubB,Brand_18,16.02,26.84
689,Books,SubB,Brand_27,34.07,59.03
690,Fashion,SubD,Brand_18,43.5,59.59
691,Fashion,SubB,Brand_23,27.05,39.57
692,Toys,SubD,Brand_11,16.62,23.48
693,Beauty,SubA,Brand_21,28.18,35.04
694,Sports,SubD,Brand_44,7.85,12.59
695,Fashion,SubD,Brand_5,21.32,36.14
696,Sports,SubC,Brand_23,16.21,22.42
697,Books,SubB,Brand_41,14.08,25.26
698,Fashion,SubA,Brand_25,4.23,5.27
699,Fashion,SubD,Brand_41,7.93,12.66
700,Home,SubA,Brand_10,12.92,18.98
701,Fashion,SubC,Brand_22,44.76,65.71
702,Grocery,SubB,Brand_19,25.87,38.15
703,Electronics,SubD,Brand_1,46.59,63.14
704,Grocery,SubB,Brand_7,61.21,99.73
705,Beauty,SubC,Brand_4,26.9,43.93
706,Beauty,SubC,Brand_1,22.69,31.07
707,Sports,SubA,Brand_15,8.33,14.17
708,Grocery,SubD,Brand_40,119.55,166.19
709,Grocery,SubA,Brand_12,5.58,9.12
710,Grocery,SubC,Brand_22,22.26,28.33
711,Books,SubB,Brand_22,42.32,55.07
712,Fashion,SubA,Brand_50,42.85,59.54
713,Electronics,SubA,Brand_47,7.07,11.0
714,Sports,SubB,Brand_17,13.71,21.76
715,Grocery,SubA,Brand_29,9.74,14.0
716,Grocery,SubB,Brand_46,3.36,4.19
717,Home,SubD,Brand_14,22.49,32.03
718,Sports,SubB,Brand_50,10.48,16.91
719,Grocery,SubD,Brand_20,77.53,124.25
720,Sports,SubB,Brand_50,34.79,45.09
721,Fashion,SubC,Brand_48,20.76,25.01
722,Home,SubC,Brand_33,13.07,21.59
723,Sports,SubD,Brand_43,22.18,28.03
724,Electronics,SubD,Brand_15,15.89,19.85
725,Electronics,SubC,Brand_12,21.29,25.58
726,Beauty,SubD,Brand_40,110.74,161.63
727,Home,SubB,Brand_20,7.67,11.52
728,Home,SubB,Brand_30,17.18,27.19
729,Beauty,SubC,Brand_38,37.77,52.03
730,Sports,SubA,Brand_3,13.95,22.69
731,Home,SubB,Brand_28,82.95,107.97
732,Electronics,SubD,Brand_26,36.83,62.58
733,Electronics,SubA,Brand_30,10.47,16.16
734,Grocery,SubA,Brand_13,24.03,37.25
735,Fashion,SubB,Brand_13,10.61,14.07
736,Home,SubB,Brand_2,9.76,12.15
737,Sports,SubA,Brand_37,17.63,26.07
738,Beauty,SubA,Brand_49,62.37,97.88
739,Beauty,SubC,Brand_38,39.12,49.17
740,Sports,SubD,Brand_2,19.6,34.7
741,Books,SubC,Brand_36,40.4,72.25
742,Toys,SubB,Brand_26,25.47,38.9
743,Fashion,SubC,Brand_11,6.98,12.35
744,Beauty,SubC,Brand_8,17.55,22.95
745,Home,SubC,Brand_44,18.73,22.76
746,Fashion,SubC,Brand_40,39.7,48.58
747,Home,SubD,Brand_43,12.01,18.65
748,Books,SubD,Brand_22,8.8,10.89
749,Electronics,SubA,Brand_20,19.2,34.08
750,Fashion,SubB,Brand_8,11.19,14.38
751,Grocery,SubC,Brand_29,14.95,20.67
752,Beauty,SubA,Brand_40,18.6,31.5
753,Fashion,SubA,Brand_26,14.17,18.86
754,Fashion,SubA,Brand_30,47.59,64.05
755,Fashion,SubD,Brand_17,71.42,113.23
756,Toys,SubC,Brand_20,43.48,59.38
757,Fashion,SubC,Brand_16,4.06,5.4
758,Home,SubB,Brand_46,11.22,15.18
759,Electronics,SubC,Brand_43,17.03,25.45
760,Books,SubC,Brand_7,3.8,6.76
761,Sports,SubA,Brand_16,9.09,15.45
762,Fashion,SubB,Brand_45,16.83,23.07
763,Beauty,SubC,Brand_47,13.35,18.93
764,Fashion,SubD,Brand_48,20.16,29.81
765,Beauty,SubC,Brand_27,5.77,10.31
766,Home,SubA,Brand_23,13.22,17.23
767,Beauty,SubD,Brand_24,22.93,32.43
768,Grocery,SubA,Brand_9,20.18,33.05
769,Sports,SubC,Brand_35,29.9,53.17
770,Electronics,SubD,Brand_20,28.37,36.69
771,Beauty,SubB,Brand_37,13.86,18.52
772,Beauty,SubB,Brand_42,22.28,29.75
773,Electronics,SubD,Brand_17,9.74,11.81
774,Sports,SubD,Brand_47,15.68,24.5
775,Fashion,SubA,Brand_31,7.73,12.39
776,Beauty,SubD,Brand_8,52.18,81.48
777,Electronics,SubA,Brand_15,15.64,19.44
778,Grocery,SubC,Brand_31,52.11,64.7
779,Grocery,SubA,Brand_30,26.47,35.11
780,Home,SubD,Brand_46,9.01,12.38
781,Electronics,SubD,Brand_20,25.07,41.92
782,Home,SubC,Brand_39,41.45,53.7
783,Grocery,SubD,Brand_12,18.65,22.87
784,Sports,SubD,Brand_49,21.38,30.71
785,Fashion,SubB,Brand_17,12.18,17.66
786,Electronics,SubB,Brand_42,20.44,30.06
787,Books,SubC,Brand_30,24.78,42.03
788,Grocery,SubA,Brand_29,11.88,14.95
789,Grocery,SubB,Brand_19,7.57,12.28
790,Books,SubA,Brand_46,63.75,89.43
791,Toys,SubD,Brand_11,34.45,47.75
792,Grocery,SubB,Brand_34,12.22,21.5
793,Beauty,SubC,Brand_50,24.37,32.88
794,Sports,SubC,Brand_7,5.29,8.39
795,Electronics,SubC,Brand_44,3.37,4.6
796,Books,SubB,Brand_34,53.06,79.82
797,Beauty,SubA,Brand_20,24.59,41.11
798,Books,SubD,Brand_50,19.16,33.13
799,Electronics,SubA,Brand_38,24.66,42.0
800,Home,SubA,Brand_24,364.76,565.13
801,Electronics,SubD,Brand_10,43.72,58.99
802,Toys,SubD,Brand_32,7.81,12.47
803,Electronics,SubB,Brand_15,4.41,7.17
804,Electronics,SubB,Brand_37,51.67,62.34
805,Toys,SubB,Brand_20,43.22,63.25
806,Sports,SubB,Brand_3,33.56,57.25
807,Grocery,SubB,Brand_37,9.62,14.37
808,Electronics,SubD,Brand_40,27.73,38.46
809,Toys,SubA,Brand_8,10.43,17.97
810,Beauty,SubB,Brand_40,36.32,46.98
811,Home,SubB,Brand_44,48.43,64.11
812,Home,SubA,Brand_23,12.26,19.77
813,Electronics,SubB,Brand_40,55.39,78.18
814,Sports,SubA,Brand_11,22.18,36.1
815,Sports,SubA,Brand_46,31.14,40.31
816,Beauty,SubD,Brand_8,6.15,8.31
817,Electronics,SubC,Brand_29,24.65,31.9
818,Home,SubD,Brand_30,10.89,19.29
819,Sports,SubC,Brand_10,30.66,44.25
820,Electronics,SubC,Brand_39,74.9,105.03
821,Books,SubC,Brand_28,25.95,31.36
822,Sports,SubB,Brand_49,8.89,11.49
823,Toys,SubD,Brand_36,35.15,51.06
824,Books,SubC,Brand_13,28.71,35.63
825,Grocery,SubA,Brand_32,127.55,192.15
826,Sports,SubB,Brand_36,25.14,37.03
827,Home,SubD,Brand_37,11.81,19.61
828,Fashion,SubC,Brand_26,40.02,63.87
829,Books,SubA,Brand_22,17.83,26.17
830,Grocery,SubD,Brand_4,21.5,28.7
831,Beauty,SubD,Brand_31,8.67,14.19
832,Beauty,SubB,Brand_18,17.91,29.1
833,Home,SubD,Brand_38,20.56,26.56
834,Sports,SubB,Brand_24,17.82,31.16
835,Electronics,SubC,Brand_23,11.75,14.55
836,Sports,SubB,Brand_22,25.92,31.96
837,Home,SubA,Brand_2,8.71,11.43
838,Beauty,SubB,Brand_31,7.05,12.31
839,Sports,SubA,Brand_11,37.88,57.27
840,Beauty,SubB,Brand_28,34.87,58.33
841,Books,SubD,Brand_46,6.17,8.25
842,Grocery,SubC,Brand_32,3.85,5.75
843,Electronics,SubA,Brand_5,8.07,11.42
844,Books,SubB,Brand_38,17.82,30.24
845,Beauty,SubB,Brand_10,56.52,68.59
846,Beauty,SubB,Brand_40,17.43,23.47
847,Fashion,SubD,Brand_46,10.01,12.93
848,Fashion,SubD,Brand_24,22.86,39.22
849,Books,SubA,Brand_35,18.05,26.72
850,Toys,SubA,Brand_44,5.77,8.32
851,Books,SubD,Brand_48,5.8,8.52
852,Fashion,SubA,Brand_23,5.94,10.59
853,Beauty,SubC,Brand_17,186.34,318.67
854,Home,SubC,Brand_1,43.37,70.43
855,Books,SubD,Brand_31,11.72,16.11
856,Beauty,SubA,Brand_31,54.23,70.45
857,Home,SubB,Brand_42,11.99,21.02
858,Home,SubC,Brand_42,52.64,76.53
859,Fashion,SubD,Brand_34,21.5,29.4
860,Books,SubA,Brand_9,11.05,16.38
861,Sports,SubD,Brand_22,36.88,64.57
862,Electronics,SubB,Brand_13,22.64,32.43
863,Fashion,SubC,Brand_25,28.62,44.01
864,Fashion,SubD,Brand_48,24.28,40.83
865,Sports,SubD,Brand_18,24.05,35.02
866,Electronics,SubD,Brand_12,41.11,55.09
867,Beauty,SubB,Brand_40,204.62,367.64
868,Toys,SubD,Brand_17,61.54,109.17
869,Books,SubB,Brand_15,24.37,41.58
870,Toys,SubB,Brand_42,15.12,24.39
871,Beauty,SubB,Brand_15,16.69,22.98
872,Grocery,SubC,Brand_15,6.46,11.29
873,Fashion,SubC,Brand_39,36.37,49.66
874,Electronics,SubD,Brand_13,8.02,13.48
875,Fashion,SubD,Brand_17,14.3,25.04
876,Home,SubC,Brand_32,36.56,57.1
877,Fashion,SubA,Brand_9,16.15,27.16
878,Fashion,SubC,Brand_40,12.84,21.51
879,Beauty,SubB,Brand_20,6.81,8.96
880,Beauty,SubC,Brand_26,59.18,94.73
881,Beauty,SubB,Brand_27,9.45,11.87
882,Toys,SubD,Brand_21,11.8,17.76
883,Home,SubA,Brand_18,3.99,5.18
884,Grocery,SubD,Brand_13,19.65,28.49
885,Grocery,SubB,Brand_16,14.82,25.19
886,Beauty,SubB,Brand_9,23.56,42.23
887,Electronics,SubB,Brand_12,6.95,9.67
888,Toys,SubA,Brand_44,38.73,58.84
889,Sports,SubC,Brand_38,3.82,5.76
890,Electronics,SubD,Brand_19,18.41,32.63
891,Books,SubD,Brand_7,22.19,33.0
892,Books,SubC,Brand_35,21.07,34.12
893,Electronics,SubD,Brand_48,23.05,40.41
894,Beauty,SubA,Brand_18,40.67,57.92
895,Sports,SubD,Brand_16,65.89,114.73
896,Sports,SubB,Brand_39,17.39,30.44
897,Toys,SubC,Brand_4,8.37,14.72
898,Sports,SubA,Brand_25,33.13,45.13
899,Books,SubC,Brand_32,15.54,22.38
900,Home,SubA,Brand_40,62.42,107.5
901,Beauty,SubB,Brand_13,11.63,16.46
902,Sports,SubC,Brand_45,9.24,14.42
903,Toys,SubD,Brand_17,22.76,28.92
904,Books,SubA,Brand_49,4.18,5.16
905,Home,SubC,Brand_37,13.13,19.0
906,Fashion,SubD,Brand_6,14.86,22.99
907,Fashion,SubC,Brand_19,24.39,35.01
908,Home,SubC,Brand_13,8.16,12.62
909,Books,SubC,Brand_26,9.06,13.67
910,Toys,SubA,Brand_14,56.65,91.29
911,Home,SubD,Brand_31,19.76,31.41
912,Beauty,SubB,Brand_4,43.55,63.35
913,Beauty,SubA,Brand_39,12.28,17.87
914,Fashion,SubA,Brand_8,19.04,24.46
915,Sports,SubA,Brand_25,24.26,36.58
916,Toys,SubB,Brand_13,96.4,149.64
917,Fashion,SubD,Brand_32,16.44,24.43
918,Sports,SubD,Brand_38,17.22,24.03
919,Sports,SubD,Brand_38,53.74,87.76
920,Grocery,SubC,Brand_28,14.21,17.69
921,Beauty,SubC,Brand_30,25.84,45.19
922,Books,SubC,Brand_3,49.68,60.23
923,Electronics,SubB,Brand_28,11.91,21.17
924,Books,SubC,Brand_3,27.17,40.14
925,Electronics,SubB,Brand_45,96.23,139.3
926,Home,SubD,Brand_34,45.83,62.05
927,Beauty,SubC,Brand_16,25.85,31.18
928,Sports,SubC,Brand_22,16.34,22.3
929,Toys,SubA,Brand_32,11.61,14.69
930,Electronics,SubB,Brand_38,8.22,13.12
931,Books,SubD,Brand_8,77.82,108.28
932,Sports,SubA,Brand_8,65.34,108.48
933,Electronics,SubA,Brand_6,11.07,14.66
934,Electronics,SubD,Brand_14,27.1,47.16
935,Grocery,SubA,Brand_32,22.11,33.47
936,Electronics,SubB,Brand_35,58.07,73.67
937,Toys,SubB,Brand_10,28.23,40.67
938,Beauty,SubC,Brand_3,19.59,25.94
939,Toys,SubA,Brand_12,12.28,16.21
940,Fashion,SubC,Brand_49,27.18,40.87
941,Sports,SubA,Brand_31,14.62,23.44
942,Beauty,SubB,Brand_29,24.39,42.61
943,Grocery,SubB,Brand_5,18.68,28.04
944,Beauty,SubB,Brand_25,14.3,25.45
945,Beauty,SubA,Brand_41,8.33,14.7
946,Books,SubB,Brand_31,31.77,54.61
947,Beauty,SubA,Brand_21,20.78,31.17
948,Grocery,SubC,Brand_20,99.92,128.35
949,Toys,SubA,Brand_39,7.9,10.51
950,Beauty,SubC,Brand_22,35.11,55.78
951,Home,SubA,Brand_4,18.57,26.98
952,Sports,SubC,Brand_13,132.36,170.49
953,Beauty,SubB,Brand_45,32.78,48.76
954,Sports,SubC,Brand_42,26.79,32.43
955,Home,SubB,Brand_50,18.61,30.53
956,Home,SubB,Brand_49,10.62,13.21
957,Sports,SubC,Brand_20,26.47,41.76
958,Electronics,SubA,Brand_13,5.76,9.65
959,Fashion,SubA,Brand_17,6.01,7.69
960,Books,SubD,Brand_36,49.75,75.18
961,Electronics,SubA,Brand_33,4.1,6.84
962,Electronics,SubD,Brand_1,15.0,20.35
963,Toys,SubA,Brand_15,7.78,10.1
964,Books,SubA,Brand_13,13.92,19.52
965,Books,SubB,Brand_17,23.61,36.19
966,Electronics,SubD,Brand_24,48.51,74.96
967,Beauty,SubA,Brand_8,59.84,76.51
968,Toys,SubD,Brand_50,8.75,12.9
969,Toys,SubB,Brand_27,13.15,17.9
970,Home,SubB,Brand_45,767.41,1308.6
971,Grocery,SubD,Brand_23,15.97,22.17
972,Books,SubB,Brand_46,9.04,15.4
973,Electronics,SubC,Brand_8,10.5,15.3
974,Home,SubC,Brand_8,16.05,26.26
975,Sports,SubB,Brand_26,14.05,21.16
976,Fashion,SubC,Brand_47,16.2,25.49
977,Grocery,SubA,Brand_13,19.62,28.2
978,Grocery,SubD,Brand_39,19.5,32.39
979,Grocery,SubA,Brand_37,8.46,12.31
980,Toys,SubD,Brand_49,27.89,41.12
981,Sports,SubB,Brand_28,22.3,33.69
982,Grocery,SubA,Brand_25,31.27,53.13
983,Sports,SubB,Brand_16,4.27,6.81
984,Beauty,SubB,Brand_2,23.03,32.46
985,Grocery,SubD,Brand_18,3.35,5.37
986,Fashion,SubD,Brand_17,17.08,27.08
987,Sports,SubD,Brand_30,36.16,63.59
988,Sports,SubA,Brand_39,51.26,87.39
989,Fashion,SubC,Brand_13,27.02,42.92
990,Grocery,SubD,Brand_32,36.73,51.6
991,Fashion,SubD,Brand_50,15.28,25.48
992,Sports,SubA,Brand_29,12.65,19.55
993,Fashion,SubD,Brand_46,225.7,404.27
994,Sports,SubA,Brand_30,42.11,56.79
995,Sports,SubB,Brand_18,6.96,8.68
996,Beauty,SubD,Brand_13,4.2,5.22
997,Electronics,SubD,Brand_43,13.16,20.85
998,Sports,SubB,Brand_21,58.46,103.1
999,Grocery,SubB,Brand_30,20.9,25.1
1000,Home,SubB,Brand_21,2.7,4.42
1001,Toys,SubD,Brand_48,17.05,27.18
1002,Books,SubC,Brand_17,19.96,32.72
1003,Electronics,SubC,Brand_40,2.27,3.21
1004,Electronics,SubC,Brand_19,20.44,34.59
1005,Electronics,SubD,Brand_15,8.03,9.85
1006,Beauty,SubB,Brand_9,3.83,6.33
1007,Sports,SubD,Brand_10,84.76,115.29
1008,Beauty,SubB,Brand_44,7.72,11.47
1009,Sports,SubD,Brand_31,10.97,18.58
1010,Grocery,SubD,Brand_23,10.84,14.77
1011,Beauty,SubB,Brand_30,20.04,26.27
1012,Beauty,SubC,Brand_33,98.04,157.73
1013,Toys,SubB,Brand_9,6.82,10.37
1014,Home,SubA,Brand_47,15.17,22.89
1015,Beauty,SubA,Brand_1,22.3,30.2
1016,Toys,SubB,Brand_44,9.15,11.17
1017,Fashion,SubD,Brand_35,14.96,21.63
1018,Home,SubA,Brand_11,34.15,43.16
1019,Grocery,SubA,Brand_34,10.13,17.66
1020,Beauty,SubD,Brand_16,14.75,18.07
1021,Books,SubD,Brand_9,13.57,19.8
1022,Electronics,SubC,Brand_32,18.22,22.44
1023,Fashion,SubD,Brand_15,24.89,31.29
1024,Fashion,SubB,Brand_12,33.91,54.1
1025,Grocery,SubB,Brand_33,114.38,181.67
1026,Toys,SubC,Brand_45,1.83,2.23
1027,Fashion,SubA,Brand_14,17.2,20.65
1028,Home,SubA,Brand_8,5.86,7.31
1029,Beauty,SubD,Brand_8,14.14,23.44
1030,Beauty,SubB,Brand_27,44.19,68.53
1031,Books,SubA,Brand_12,58.78,71.88
1032,Grocery,SubC,Brand_1,61.31,91.53
1033,Electronics,SubC,Brand_43,60.79,98.92
1034,Toys,SubB,Brand_40,17.1,29.44
1035,Electronics,SubC,Brand_42,70.42,123.97
1036,Fashion,SubC,Brand_11,84.17,117.54
1037,Grocery,SubB,Brand_39,22.66,29.04
1038,Books,SubD,Brand_43,57.7,77.44
1039,Electronics,SubD,Brand_31,20.76,34.58
1040,Home,SubC,Brand_17,71.16,126.87
1041,Beauty,SubD,Brand_33,17.29,25.59
1042,Fashion,SubD,Brand_32,11.56,15.99
1043,Books,SubC,Brand_29,7.3,10.64
1044,Electronics,SubD,Brand_21,17.11,23.66
1045,Toys,SubC,Brand_21,21.58,29.22
1046,Home,SubA,Brand_40,8.54,13.29
1047,Home,SubB,Brand_23,15.97,19.31
1048,Electronics,SubB,Brand_6,12.45,16.88
1049,Beauty,SubD,Brand_22,7.59,12.12
1050,Electronics,SubD,Brand_50,50.81,61.95
1051,Fashion,SubD,Brand_38,59.53,74.41
1052,Electronics,SubB,Brand_37,50.6,69.63
1053,Home,SubA,Brand_45,18.54,32.01
1054,Books,SubA,Brand_8,19.6,32.52
1055,Electronics,SubB,Brand_41,7.68,9.32
1056,Beauty,SubA,Brand_49,29.05,43.6
1057,Grocery,SubB,Brand_35,23.3,31.8
1058,Books,SubA,Brand_11,258.6,410.96
1059,Toys,SubC,Brand_24,53.2,86.87
1060,Sports,SubC,Brand_49,26.56,45.62
1061,Electronics,SubB,Brand_21,19.26,28.61
1062,Beauty,SubA,Brand_2,49.25,88.49
1063,Books,SubD,Brand_40,8.77,15.68
1064,Beauty,SubA,Brand_19,55.78,96.46
1065,Toys,SubC,Brand_39,7.52,11.62
1066,Home,SubC,Brand_28,12.07,17.37
1067,Beauty,SubA,Brand_17,3.82,5.42
1068,Books,SubA,Brand_6,34.76,41.96
1069,Beauty,SubD,Brand_19,25.04,33.79
1070,Beauty,SubD,Brand_38,12.07,19.69
1071,Beauty,SubA,Brand_28,8.67,13.54
1072,Fashion,SubA,Brand_2,69.17,121.04
1073,Fashion,SubA,Brand_38,17.73,21.81
1074,Home,SubA,Brand_37,10.03,12.97
1075,Electronics,SubB,Brand_4,112.78,188.74
1076,Beauty,SubA,Brand_22,11.07,15.67
1077,Toys,SubD,Brand_26,55.73,70.83
1078,Electronics,SubC,Brand_49,7.1,12.76
1079,Toys,SubB,Brand_43,14.53,24.3
1080,Electronics,SubA,Brand_36,31.43,45.42
1081,Home,SubC,Brand_13,18.99,32.17
1082,Beauty,SubB,Brand_32,24.91,40.06
1083,Beauty,SubC,Brand_17,12.31,20.61
1084,Sports,SubA,Brand_41,4.75,8.02
1085,Toys,SubA,Brand_36,74.79,93.55
1086,Electronics,SubD,Brand_46,13.01,20.47
1087,Electronics,SubA,Brand_19,25.94,31.23
1088,Grocery,SubA,Brand_35,37.62,46.12
1089,Grocery,SubB,Brand_46,26.41,46.02
1090,Fashion,SubD,Brand_40,10.57,16.03
1091,Sports,SubB,Brand_28,56.8,93.24
1092,Books,SubC,Brand_1,31.75,54.07
1093,Grocery,SubA,Brand_42,23.92,42.33
1094,Books,SubC,Brand_18,23.42,40.32
1095,Fashion,SubB,Brand_48,90.9,135.44
1096,Fashion,SubA,Brand_40,10.37,14.53
1097,Fashion,SubA,Brand_33,29.06,37.57
1098,Toys,SubB,Brand_12,12.43,17.9
1099,Toys,SubB,Brand_8,3.5,4.97
1100,Home,SubB,Brand_24,3.42,5.25
1101,Home,SubB,Brand_16,8.02,12.83
1102,Fashion,SubB,Brand_50,11.06,19.76
1103,Sports,SubA,Brand_4,141.37,231.43
1104,Electronics,SubB,Brand_38,37.5,59.48
1105,Toys,SubA,Brand_44,40.66,56.97
1106,Sports,SubA,Brand_27,11.27,13.76
1107,Beauty,SubB,Brand_9,21.13,29.01
1108,Toys,SubB,Brand_47,159.38,264.74
1109,Toys,SubD,Brand_16,6.7,8.87
1110,Home,SubA,Brand_12,30.15,49.06
1111,Electronics,SubB,Brand_31,85.28,132.0
1112,Electronics,SubB,Brand_24,47.71,62.17
1113,Grocery,SubB,Brand_14,101.2,137.33
1114,Books,SubD,Brand_45,24.22,36.28
1115,Books,SubD,Brand_25,34.43,49.96
1116,Books,SubC,Brand_34,22.08,36.81
1117,Books,SubA,Brand_3,32.32,53.03
1118,Beauty,SubC,Brand_24,8.78,13.56
1119,Beauty,SubB,Brand_42,40.81,69.11
1120,Toys,SubD,Brand_9,26.06,40.07
1121,Fashion,SubD,Brand_26,21.16,37.64
1122,Home,SubC,Brand_20,96.3,128.11
1123,Home,SubD,Brand_40,15.75,25.65
1124,Books,SubB,Brand_10,59.31,84.34
1125,Toys,SubD,Brand_19,64.86,88.69
1126,Grocery,SubC,Brand_3,43.19,56.5
1127,Sports,SubB,Brand_24,8.39,12.85
1128,Fashion,SubC,Brand_5,27.63,36.73
1129,Toys,SubD,Brand_3,116.55,153.87
1130,Fashion,SubC,Brand_27,3.89,6.98
1131,Fashion,SubC,Brand_16,16.89,28.39
1132,Fashion,SubA,Brand_49,56.93,93.88
1133,Toys,SubD,Brand_15,18.03,30.23
1134,Books,SubD,Brand_35,41.46,73.85
1135,Home,SubC,Brand_12,71.09,109.76
1136,Home,SubA,Brand_41,24.64,32.82
1137,Books,SubD,Brand_44,31.62,54.3
1138,Fashion,SubB,Brand_26,21.72,35.74
1139,Sports,SubC,Brand_47,26.15,37.88
1140,Electronics,SubD,Brand_34,132.7,196.95
1141,Toys,SubB,Brand_23,18.88,27.31
1142,Electronics,SubD,Brand_31,14.55,25.58
1143,Grocery,SubB,Brand_50,51.08,71.82
